arr,value,id,account_id,source,closed_date,start_date,end_date,cancellation_date,original_end_date,number_of_licenses,type,industry
5000,5000,a1d1n00000ErZH2AAN,0010Y00000jUK7jQAG,salesforce,2017-12-14,2018-11-14,2019-11-13,,2019-11-13,1,Renewal,Residential developer
4500,4500,a1d1n00000ErZYfAAN,0010Y00000jUK7kQAG,salesforce,2018-11-08,2018-11-09,2019-11-08,,2019-11-08,1,New Business,Asset Manager / Investor
4500,4500,a1d2o00000Wc9ZQAAZ,0010Y00000jUK7kQAG,salesforce,,2017-07-28,2018-07-27,,2018-07-27,1,Renewal,Asset Manager / Investor
4000,4000,a1d2o00000Wc9ZRAAZ,0010Y00000jUK7kQAG,salesforce,,2016-11-28,2017-11-27,,2017-11-27,1,New Business,Asset Manager / Investor
7000,7000,a1d1n00000ErZLoAAN,0010Y00000jUK7lQAG,salesforce,2018-07-10,2018-07-10,2019-07-09,,2019-07-09,3,New Business,Residential developer
5700,5700,a1d7U000000QcwqQAC,0010Y00000jUK7lQAG,salesforce,2022-08-12,2022-08-12,2023-08-11,,2023-08-11,1,Renewal,Residential developer
5500,5500,a1d09000000pscPAAQ,0010Y00000jUK7lQAG,salesforce,2023-05-24,2023-08-12,2024-08-11,,2024-08-11,1,Renewal,Residential developer
6000,6000,a1d1n00000FdXz0AAF,0010Y00000jUK7lQAG,salesforce,2020-08-04,2020-08-05,2021-08-04,,2021-08-04,1,Renewal,Residential developer
6000,6000,a1d2o00000YYIZnAAP,0010Y00000jUK7lQAG,salesforce,2021-08-10,2021-08-05,2022-08-04,,2022-08-04,1,Renewal,Residential developer
7000,7000,a1d1n00000ErZLnAAN,0010Y00000jUK7lQAG,salesforce,2018-06-29,2018-06-29,2019-06-28,,2019-06-28,3,New Business,Residential developer
9500,9500,a1d1n00000ErZOrAAN,0010Y00000jUK7lQAG,salesforce,2019-06-07,2019-06-29,2020-06-28,,2020-06-28,3,Renewal,Residential developer
6300,6300,a1d2o00000WcAQHAA3,0010Y00000jUK7mQAG,salesforce,2021-05-25,2021-06-18,2022-06-17,,2022-06-17,1,Renewal,Residential developer
6300,6300,a1d7U000000PwzwQAC,0010Y00000jUK7mQAG,salesforce,2022-05-19,2022-06-18,2023-06-17,,2023-06-17,1,Renewal,Residential developer
5000,5000,a1d2o00000Wc9ZSAAZ,0010Y00000jUK7mQAG,salesforce,,2017-12-19,2018-12-18,,2018-12-18,1,New Business,Residential developer
6000,6000,a1d1n00000D7GdmAAF,0010Y00000jUK7mQAG,salesforce,2020-06-18,2020-06-18,2021-06-17,,2021-06-17,1,New Business,Residential developer
4500,4500,a1d2o00000Wc9ZTAAZ,0010Y00000jUK7mQAG,salesforce,,2016-11-30,2017-11-29,,2017-11-29,1,New Business,Residential developer
6300,6300,a1d09000000pq3HAAQ,0010Y00000jUK7mQAG,salesforce,2023-05-10,2023-06-18,2024-06-17,,2024-06-17,1,Renewal,Residential developer
3600,3600,a1d2o00000YZ4rLAAT,0010Y00000jUK7nQAG,salesforce,2021-11-24,2022-01-01,2022-12-31,,2022-12-31,1,Renewal,Agent
4500,4500,a1d1n00000ErZYhAAN,0010Y00000jUK7nQAG,salesforce,2019-01-01,2019-01-01,2019-12-31,,2019-12-31,1,Renewal,Agent
3600,3600,a1d090000002AAVAA2,0010Y00000jUK7nQAG,salesforce,2022-12-06,2023-01-01,2023-12-31,,2023-12-31,1,Renewal,Agent
3600,3600,a1d2o00000WbytHAAR,0010Y00000jUK7nQAG,salesforce,2020-12-15,2021-01-01,2021-12-31,,2021-12-31,1,Renewal,Agent
3600,3600,a1d2o00000Wc9ZUAAZ,0010Y00000jUK7nQAG,salesforce,,2018-01-01,2018-12-31,,2018-12-31,1,Renewal,Agent
3600,3600,a1d1n00000ErZTuAAN,0010Y00000jUK7nQAG,salesforce,2020-01-01,2020-01-01,2020-12-31,,2020-12-31,1,Renewal,Agent
2600,2600,a1d2o00000Wc9ZVAAZ,0010Y00000jUK7nQAG,salesforce,,2017-01-01,2017-12-31,,2017-12-31,1,New Business,Agent
2600,2600,a1d2o00000Wc9ZXAAZ,0010Y00000jUK7nQAG,salesforce,,2016-12-16,2017-12-15,,2017-12-15,1,New Business,Agent
1500,1500,a1d2o00000Wc9ZWAAZ,0010Y00000jUK7nQAG,salesforce,,2017-12-19,2018-12-18,,2018-12-18,1,New Business,Agent
5000,5000,a1d7U000000PB9nQAG,0010Y00000jUK7oQAG,salesforce,2022-01-10,2021-12-31,2022-12-30,,2022-12-30,2,Renewal,Consultant
5000,5000,a1d0900000029RzAAI,0010Y00000jUK7oQAG,salesforce,2022-11-23,2022-12-31,2023-12-30,,2023-12-30,2,Renewal,Consultant
5000,5000,a1d2o00000WbuvqAAB,0010Y00000jUK7oQAG,salesforce,2020-10-30,2020-12-31,2021-12-30,,2021-12-30,2,Renewal,Consultant
5000,5000,a1d2o00000Wc9ZaAAJ,0010Y00000jUK7oQAG,salesforce,,2018-12-19,2019-12-18,,2019-12-18,1,Renewal,Consultant
5000,5000,a1d1n00000ErZZnAAN,0010Y00000jUK7oQAG,salesforce,2019-12-11,2019-12-19,2020-12-18,,2020-12-18,1,Renewal,Consultant
4000,4000,a1d2o00000Wc9ZYAAZ,0010Y00000jUK7oQAG,salesforce,,2017-12-19,2018-12-18,,2018-12-18,1,Renewal,Consultant
3250,3250,a1d2o00000Wc9ZZAAZ,0010Y00000jUK7oQAG,salesforce,,2016-12-18,2017-12-17,,2017-12-17,1,New Business,Consultant
3250,3250,a1d2o00000Wc9ZbAAJ,0010Y00000jUK7pQAG,salesforce,,2016-12-18,2017-12-17,,2017-12-17,1,New Business,Residential developer
4000,4000,a1d2o00000Wc9ZcAAJ,0010Y00000jUK7qQAG,salesforce,,2017-12-19,2018-12-18,,2018-12-18,1,Renewal,Property services company
3250,3250,a1d2o00000Wc9ZdAAJ,0010Y00000jUK7qQAG,salesforce,,2016-12-19,2017-12-18,,2017-12-18,1,New Business,Property services company
1620,1620,a1d090000002BgXAAU,0010Y00000jUK7rQAG,salesforce,2023-01-04,2023-01-04,2024-01-03,,2024-01-03,1,New Business,Residential developer
1620,1620,a1d7U000000PAzdQAG,0010Y00000jUK7rQAG,salesforce,2021-12-16,2021-12-31,2022-12-30,,2022-12-30,1,Renewal,Residential developer
1500,1500,a1d2o00000WbyrzAAB,0010Y00000jUK7rQAG,salesforce,2020-12-15,2020-12-31,2021-12-30,,2021-12-30,1,Renewal,Residential developer
1458,1458,a1d1n00000ErZHGAA3,0010Y00000jUK7rQAG,salesforce,2019-12-10,2019-12-20,2020-12-19,,2020-12-19,1,Renewal,Residential developer
5100,5100,a1d2o00000Wc9ZfAAJ,0010Y00000jUK7rQAG,salesforce,,2017-12-20,2018-12-19,,2018-12-19,1,Renewal,Residential developer
1800,1800,a1d2o00000Wc9ZeAAJ,0010Y00000jUK7rQAG,salesforce,,2018-12-20,2019-12-19,,2019-12-19,1,New Business,Residential developer
3250,3250,a1d2o00000Wc9ZgAAJ,0010Y00000jUK7rQAG,salesforce,,2016-12-20,2017-12-19,,2017-12-19,1,New Business,Residential developer
1620,1620,a1d090000002CfpAAE,0010Y00000jUK7rQAG,salesforce,2023-01-04,2023-01-04,2024-01-03,,2024-01-03,1,Renewal,Residential developer
2800,2800,a1d2o00000Wc9ZhAAJ,0010Y00000jUK7YQAW,salesforce,,2016-09-12,2017-09-11,,2017-09-11,1,New Business,Asset Manager / Investor
1620,1620,a1d2o00000WbuuxAAB,0010Y00000jUK7ZQAW,salesforce,2020-10-30,2020-10-30,2021-10-29,,2021-10-29,1,New Business,Residential developer
1620,1620,a1d2o00000Wc9ZiAAJ,0010Y00000jUK7ZQAW,salesforce,,2016-10-06,2017-10-05,,2017-10-05,1,New Business,Residential developer
6300,12600,a1d7U000000QxLvQAK,0010Y00000jXpm1QAC,salesforce,2022-09-27,2022-09-23,2024-09-22,,2024-09-22,3,Renewal,Residential developer
7500,7500,a1d1n00000ErZFwAAN,0010Y00000jXpm1QAC,salesforce,2017-09-21,2017-09-22,2018-09-21,,2018-09-21,2,New Business,Residential developer
9000,18000,a1d2o00000UjIseAAF,0010Y00000jXpm1QAC,salesforce,2020-08-25,2020-09-22,2022-09-21,,2022-09-21,3,Renewal,Residential developer
7800,7800,a1d1n00000ErZNNAA3,0010Y00000jXpm1QAC,salesforce,2019-09-30,2019-09-22,2020-09-21,,2020-09-21,3,Renewal,Residential developer
7800,7800,a1d1n00000ErZNQAA3,0010Y00000jXpm1QAC,salesforce,2018-09-03,2018-09-22,2019-09-23,,2019-09-23,3,Renewal,Residential developer
5000,5000,a1d1n00000ErZatAAF,0010Y00000lIu1CQAS,salesforce,2019-10-26,2019-10-26,2020-10-26,,2020-10-26,1,Renewal,Property services company
4200,4200,a1d1n00000ErZXKAA3,0010Y00000lIu1CQAS,salesforce,2018-10-03,2018-10-26,2019-10-25,,2019-10-25,1,Renewal,Property services company
5000,5000,a1d7U000000R2pNQAS,0010Y00000lIu1CQAS,salesforce,2022-10-04,2022-10-27,2023-10-26,,2023-10-26,1,Renewal,Property services company
5000,5000,a1d2o00000YZ2mnAAD,0010Y00000lIu1CQAS,salesforce,2021-10-27,2021-10-27,2022-10-26,,2022-10-26,1,Renewal,Property services company
3000,3000,a1d2o00000Wc9ZjAAJ,0010Y00000lIu1CQAS,salesforce,,2017-10-26,2018-10-25,,2018-10-25,1,New Business,Property services company
5000,5000,a1d1n00000D7ugPAAR,0010Y00000lIu1CQAS,salesforce,2020-07-15,2020-10-26,2021-10-25,,2021-10-25,1,Renewal,Property services company
7500,7500,a1d1n00000ErZUjAAN,0010Y00000lJ1SBQA0,salesforce,2019-09-25,2019-09-30,2020-09-29,,2020-09-29,2,New Business,Agent
10000,10000,a1d2o00000YZ1IaAAL,0010Y00000lJ1SBQA0,salesforce,2021-10-07,2021-10-07,2022-10-06,,2022-10-06,3,Renewal,Agent
10000,10000,a1d7U000000R41iQAC,0010Y00000lJ1SBQA0,salesforce,2022-10-05,2022-10-07,2023-10-06,,2023-10-06,3,Renewal,Agent
9000,9000,a1d2o00000WbsddAAB,0010Y00000lJ1SBQA0,salesforce,2020-10-12,2020-10-07,2021-10-06,,2021-10-06,2,Renewal,Agent
6000,6000,a1d2o00000Wc9ZkAAJ,0010Y00000lJ2MSQA0,salesforce,,2017-08-22,2018-08-21,,2018-08-21,1,New Business,Agent
6000,6000,a1d2o00000Wc9ZlAAJ,0010Y00000lJ2MSQA0,salesforce,,2018-08-22,2019-08-21,,2019-08-21,1,Renewal,Agent
4000,4000,a1d2o00000Wc9btAAB,0010Y00000lJ2WwQAK,salesforce,,2017-08-31,2018-08-20,,2018-08-20,1,New Business,Agent
4000,4000,a1d1n00000ErZJWAA3,0010Y00000lJ2WwQAK,salesforce,2019-08-08,2019-08-31,2020-08-30,,2020-08-30,2,Renewal,Agent
540,540,a1d2o00000V3dXlAAJ,0010Y00000lJ2WwQAK,salesforce,2020-09-01,2020-08-31,2021-08-30,,2021-08-30,1,Renewal,Agent
4000,4000,a1d2o00000Wc9ZmAAJ,0010Y00000lJ2WwQAK,salesforce,,2018-08-31,2019-08-30,,2019-08-30,1,Renewal,Agent
3600,3600,a1d1n00000ErZToAAN,0010Y00000lJF6nQAG,salesforce,2019-05-30,2019-05-30,2020-05-29,,2020-05-29,1,Renewal,Agent
615.8,550,a1d1n00000ErZFIAA3,0010Y00000lJF6nQAG,salesforce,2017-05-30,2017-05-30,2018-04-20,,2018-04-20,1,Additional User,Agent
3600,3600,a1d1n00000ErZUSAA3,0010Y00000lJF6nQAG,salesforce,2020-05-01,2020-05-30,2021-05-30,,2021-05-30,1,Renewal,Agent
2600,2600,a1d1n00000ErZGrAAN,0010Y00000lJF6nQAG,salesforce,2017-04-20,2017-04-21,2018-04-20,,2018-04-20,2,New Business,Agent
3600,3600,a1d1n00000ErZUDAA3,0010Y00000lJF6nQAG,salesforce,2018-05-04,2018-05-30,2019-05-29,,2019-05-29,1,Renewal,Agent
5500,5500,a1d2o00000Wc4xKAAR,0010Y00000lJFMxQAO,salesforce,2021-03-08,2021-03-08,2022-03-07,,2022-03-07,2,Renewal,Residential developer
3500,3500,a1d1n00000ErZIeAAN,0010Y00000lJFMxQAO,salesforce,2020-04-21,2020-02-09,2021-02-08,,2021-02-08,2,Renewal,Residential developer
6000,6000,a1d7U000000RHCDQA4,0010Y00000lJMHvQAO,salesforce,2022-10-17,2022-10-28,2023-10-27,,2023-10-27,1,Renewal,Residential developer
5300,5300,a1d1n00000ErZGnAAN,0010Y00000lJMHvQAO,salesforce,2017-11-28,2017-11-28,2018-11-27,,2018-11-27,1,New Business,Residential developer
2999.99,961.64,a1d09000000q10pAAA,0010Y00000lJMHvQAO,salesforce,2023-07-03,2023-07-03,2023-10-27,,2023-10-27,1,Additional User,Residential developer
6000,6000,a1d2o00000YZ2uVAAT,0010Y00000lJMHvQAO,salesforce,2021-10-28,2021-10-28,2022-10-27,,2022-10-27,1,New Business,Residential developer
8500,8500,a1d1n00000ErZXAAA3,0010Y00000lJMHvQAO,salesforce,2019-11-20,2019-11-28,2020-11-27,,2020-11-27,2,Renewal,Residential developer
8500,8500,a1d1n00000ErZXWAA3,0010Y00000lJMHvQAO,salesforce,2018-11-28,2018-11-28,2019-11-27,,2019-11-27,2,Renewal,Residential developer
4800,6000,a1d1n00000ErZGJAA3,0010Y00000mKenoQAC,salesforce,2017-10-29,2017-08-31,2018-11-30,,2018-11-30,1,New Business,Consultant
15000,15000,a1d7U000000QUi2QAG,0010Y00000mKiw7QAC,salesforce,2022-07-26,2022-07-14,2023-07-13,,2023-07-13,5,Renewal,Residential developer
15000,15000,a1d2o00000Xx1W5AAJ,0010Y00000mKiw7QAC,salesforce,2021-07-14,2021-07-14,2022-07-13,,2022-07-13,5,New Business,Residential developer
4500,4500,a1d2o00000YYxunAAD,0010Y00000mKtPMQA0,salesforce,2021-08-31,2021-08-31,2022-08-30,,2022-08-30,1,New Business,Agent
4500,4500,a1d7U000000QT6MQAW,0010Y00000mKtPMQA0,salesforce,2022-07-21,2022-08-31,2023-08-30,,2023-08-30,2,Renewal,Agent
3750,3750,a1d1n00000ErZVAAA3,0010Y00000nOP5uQAG,salesforce,2018-10-10,2018-10-10,2019-10-10,,2019-10-10,1,Renewal,Asset Manager / Investor
3461.54,3750,a1d1n00000ErZGIAA3,0010Y00000nOP5uQAG,salesforce,2017-10-26,2017-10-10,2018-10-26,,2018-10-26,1,New Business,Asset Manager / Investor
4000,4000,a1d1n00000ErZKHAA3,0010Y00000nOqGDQA0,salesforce,2018-10-31,2018-10-31,2019-10-30,,2019-10-30,2,Renewal,Residential developer
4500,4500,a1d2o00000YZ4s9AAD,0010Y00000nOqHGQA0,salesforce,2021-11-24,2021-11-24,2022-11-23,,2022-11-23,1,New Business,Residential developer
3500,3500,a1d0900000029PUAAY,0010Y00000nOqHGQA0,salesforce,2022-11-22,2022-11-24,2023-11-23,,2023-11-23,1,Renewal,Residential developer
4860,4860,a1d1n00000ErZICAA3,0010Y00000nOxk9QAC,salesforce,2020-01-31,2020-01-31,2021-01-30,,2021-01-30,3,Renewal,Agent
3001.61,1324,a1d7U000000QhlTQAS,0010Y00000nOxk9QAC,salesforce,2022-08-23,2022-08-23,2023-01-30,,2023-01-30,1,Additional User,Agent
3750.99,2600,a1d1n00000ErZNRAA3,0010Y00000nOxk9QAC,salesforce,2019-04-26,2019-04-23,2019-12-31,,2019-12-31,1,Additional User,Agent
2984.77,1610.96,a1d09000000q4SbAAI,0010Y00000nOxk9QAC,salesforce,2023-07-18,2023-07-18,2024-01-30,,2024-01-30,1,Additional User,Agent
6040.82,2432.88,a1d7U000000QojFQAS,0010Y00000nOxk9QAC,salesforce,2022-09-06,2022-09-06,2023-01-30,,2023-01-30,2,Additional User,Agent
2142.39,1620,a1d1n00000ErZL7AAN,0010Y00000nOxk9QAC,salesforce,2020-04-21,2020-04-30,2021-01-30,,2021-01-30,1,Additional User,Agent
2650,2388.63,a1d7U000000PUKpQAO,0010Y00000nOxk9QAC,salesforce,2022-03-08,2022-03-08,2023-01-30,,2023-01-30,1,Additional User,Agent
8964.01,6139.73,a1d09000000pt7XAAQ,0010Y00000nOxk9QAC,salesforce,2023-05-26,2023-05-26,2024-01-30,,2024-01-30,3,Additional User,Agent
10000,10000,a1d2o00000Wc5WtAAJ,0010Y00000nOxk9QAC,salesforce,2021-03-16,2021-01-31,2022-01-30,,2022-01-30,3,Renewal,Agent
9230.77,10000,a1d1n00000ErZR8AAN,0010Y00000nOxk9QAC,salesforce,2018-12-19,2018-12-17,2019-12-31,,2019-12-31,3,New Business,Agent
37142,37142,a1d7U000000PQXVQA4,0010Y00000nOxk9QAC,salesforce,2022-02-25,2022-01-31,2023-01-30,,2023-01-30,15,Renewal,Agent
50000,50000,a1d090000002EfXAAU,0010Y00000nOxk9QAC,salesforce,2023-02-06,2023-01-31,2024-01-30,,2024-01-30,20,Renewal,Agent
32060.16,10716,a1d2o00000YZ0ynAAD,0010Y00000nOxk9QAC,salesforce,2021-10-04,2021-10-01,2022-01-30,,2022-01-30,12,Additional User,Agent
5850,5850,a1d1n00000ErZevAAF,0010Y00000nOxP2QAK,salesforce,2018-10-31,2018-10-31,2019-10-30,,2019-10-30,1,Renewal,Residential developer
5000,5000,a1d1n00000ErZGSAA3,0010Y00000nOxP2QAK,salesforce,2017-10-31,2017-10-31,2018-10-30,,2018-10-30,1,New Business,Residential developer
5166.49,15930,a1d2o00000VDoQHAA1,0010Y00000nOxP2QAK,salesforce,2020-09-04,2020-10-31,2023-10-30,,2023-10-30,1,Renewal,Residential developer
5800,5800,a1d1n00000ErZdwAAF,0010Y00000nOxP2QAK,salesforce,2019-10-10,2019-10-31,2020-10-31,,2020-10-31,1,Renewal,Residential developer
150,150,a1d1n00000ErZF0AAN,0010Y00000nOxy4QAC,salesforce,2018-04-12,2018-04-12,2019-04-12,,2019-04-12,1,System Generated,Residential developer
5000,5000,a1d2o00000Wc9yoAAB,0010Y00000nOyE4QAK,salesforce,2021-05-19,2021-06-01,2022-05-31,,2022-05-31,1,Renewal,Residential developer
4500,4500,a1d1n00000ErZYsAAN,0010Y00000nOyE4QAK,salesforce,2019-02-17,2019-02-28,2020-02-27,,2020-02-27,1,Renewal,Residential developer
5400,5400,a1d1n00000ErZdCAAV,0010Y00000nOyE4QAK,salesforce,2018-02-27,2018-02-28,2019-02-27,,2019-02-27,1,New Business,Residential developer
4615.38,5000,a1d1n00000ErZZxAAN,0010Y00000nOyE4QAK,salesforce,2020-05-14,2020-05-14,2021-05-31,,2021-05-31,1,Renewal,Residential developer
3625,7250,a1d7U000000Q1lfQAC,0010Y00000nOyE4QAK,salesforce,2022-05-31,2022-06-01,2024-05-31,,2024-05-31,1,Renewal,Residential developer
5200,5200,a1d2o00000Wc9ZnAAJ,0010Y00000nOyFbQAK,salesforce,,2018-12-20,2019-12-19,,2019-12-19,1,Renewal,Residential developer
8100,8100,a1d1n00000ErZGXAA3,0010Y00000nOyFbQAK,salesforce,2017-11-02,2017-11-02,2018-11-01,,2018-11-01,3,New Business,Residential developer
4500,4500,a1d7U000000PCRYQA4,0010Y00000nOyGiQAK,salesforce,2022-01-19,2022-02-01,2022-04-14,2022-04-14,2023-01-31,1,New Business,Agent
6000,6000,a1d1n00000ErZgIAAV,0010Y00000nOyGiQAK,salesforce,2018-06-14,2018-06-18,2019-06-17,,2019-06-17,1,Plan Upsell,Agent
2851.56,1500,a1d2o00000Wc9ZoAAJ,0010Y00000nP0c1QAC,salesforce,,2018-10-09,2019-04-18,,2019-04-18,1,Additional User,Property services company
3000,2523.29,a1d7U000000QRTEQA4,0010Y00000nP0c1QAC,salesforce,2022-07-18,2022-07-18,2023-05-20,,2023-05-20,1,Additional User,Property services company
2866.49,1500,a1d1n00000ErZHfAAN,0010Y00000nP0c1QAC,salesforce,2019-04-01,2018-10-09,2019-04-17,,2019-04-17,1,Additional User,Property services company
1350,1350,a1d2o00000Wc9ZpAAJ,0010Y00000nP0c1QAC,salesforce,,2017-07-31,2018-07-30,,2018-07-30,1,New Business,Property services company
2401.32,2000,a1d1n00000D7y0zAAB,0010Y00000nP0c1QAC,salesforce,2020-07-17,2020-07-20,2021-05-19,,2021-05-19,1,Additional User,Property services company
13800,13800,a1d1n00000D6wS1AAJ,0010Y00000nP0c1QAC,salesforce,2020-06-05,2020-05-20,2021-05-19,,2021-05-19,5,Renewal,Property services company
18000,18000,a1d7U000000PyFbQAK,0010Y00000nP0c1QAC,salesforce,2022-05-23,2022-05-21,2023-05-20,,2023-05-20,6,Renewal,Property services company
7875,7875,a1d1n00000ErZEyAAN,0010Y00000nP0c1QAC,salesforce,2017-04-18,2017-04-18,2018-04-17,,2018-04-17,2,New Business,Property services company
21000,21000,a1d09000000pnXOAAY,0010Y00000nP0c1QAC,salesforce,2023-04-25,2023-05-21,2024-05-20,,2024-05-20,6,Renewal,Property services company
13800,13800,a1d1n00000ErZO7AAN,0010Y00000nP0c1QAC,salesforce,2019-04-18,2019-04-18,2020-04-17,,2020-04-17,5,Renewal,Property services company
18000,18000,a1d2o00000WcAC5AAN,0010Y00000nP0c1QAC,salesforce,2021-05-21,2021-05-20,2022-05-19,,2022-05-19,6,Renewal,Property services company
10000,10000,a1d1n00000ErZKBAA3,0010Y00000nP0c1QAC,salesforce,2018-06-29,2018-04-18,2019-04-17,,2019-04-17,5,Renewal,Property services company
5400,5400,a1d2o00000VlGCtAAN,0010Y00000nP0ckQAC,salesforce,2020-09-14,2020-09-28,2021-09-27,,2021-09-27,1,Renewal,Asset Manager / Investor
5000,5000,a1d1n00000ErZbXAAV,0010Y00000nP0ckQAC,salesforce,2018-09-29,2018-09-28,2019-09-27,,2019-09-27,1,Renewal,Asset Manager / Investor
5500,5500,a1d7U000000QvIQQA0,0010Y00000nP0ckQAC,salesforce,2022-09-20,2022-09-28,2023-09-27,,2023-09-27,1,Renewal,Asset Manager / Investor
4000,4000,a1d1n00000ErZGAAA3,0010Y00000nP0ckQAC,salesforce,2017-10-11,2017-09-29,2018-09-28,,2018-09-28,1,New Business,Asset Manager / Investor
5400,5400,a1d1n00000ErZd0AAF,0010Y00000nP0ckQAC,salesforce,2019-09-30,2019-09-28,2020-09-27,,2020-09-27,1,Renewal,Asset Manager / Investor
5400,5400,a1d2o00000YYzYsAAL,0010Y00000nP0ckQAC,salesforce,2021-09-16,2021-09-28,2022-09-27,,2022-09-27,1,Renewal,Asset Manager / Investor
4000,4000,a1d1n00000ErZEsAAN,0010Y00000nP0dOQAS,salesforce,2017-03-08,2017-03-08,2018-03-07,,2018-03-07,1,New Business,Residential developer
6000,6000,a1d1n00000ErZh5AAF,0010Y00000nP0eWQAS,salesforce,2019-04-05,2019-04-05,2020-04-04,,2020-04-04,1,Renewal,Residential developer
3825,3825,a1d1n00000ErZEtAAN,0010Y00000nP0eWQAS,salesforce,2017-03-10,2017-03-10,2018-03-09,,2018-03-09,1,New Business,Residential developer
6000,6000,a1d090000002HcVAAU,0010Y00000nP0eWQAS,salesforce,2023-03-03,2023-04-05,2024-04-04,,2024-04-04,1,Renewal,Residential developer
6000,6000,a1d2o00000Wc676AAB,0010Y00000nP0eWQAS,salesforce,2021-03-25,2021-04-05,2022-04-04,,2022-04-04,1,Renewal,Residential developer
6000,6000,a1d1n00000ErZhFAAV,0010Y00000nP0eWQAS,salesforce,2020-04-08,2020-04-05,2021-04-04,,2021-04-04,1,Renewal,Residential developer
6000,6000,a1d7U000000PPzOQAW,0010Y00000nP0eWQAS,salesforce,2022-02-24,2022-04-05,2023-04-04,,2023-04-04,1,Renewal,Residential developer
5200,5200,a1d2o00000Wc9ZqAAJ,0010Y00000nP0eWQAS,salesforce,,2018-04-05,2019-04-04,,2019-04-04,1,Renewal,Residential developer
5000,5000,a1d1n00000ErZahAAF,0010Y00000nP0fjQAC,salesforce,2019-03-28,2019-03-28,2019-05-01,2019-05-01,2020-03-27,1,Renewal,Asset Manager / Investor
5000,5000,a1d1n00000ErZbEAAV,0010Y00000nP0fjQAC,salesforce,2018-03-28,2018-03-28,2019-03-27,,2019-03-27,1,Renewal,Asset Manager / Investor
3400,3400,a1d1n00000ErZT2AAN,0010Y00000nP0fjQAC,salesforce,2017-03-08,2017-03-08,2018-03-07,,2018-03-07,1,New Business,Asset Manager / Investor
4250,4250,a1d1n00000ErZEqAAN,0010Y00000nP0g8QAC,salesforce,2017-03-07,2017-03-07,2018-03-06,,2018-03-06,1,New Business,Property services company
3825,3825,a1d1n00000ErZF7AAN,0010Y00000nP0grQAC,salesforce,2017-05-02,2017-05-02,2018-05-01,,2018-05-01,1,New Business,Lender
5400,5400,a1d1n00000ErZdEAAV,0010Y00000nP0grQAC,salesforce,2018-05-02,2018-05-02,2019-05-01,,2019-05-01,1,Renewal,Lender
4250,4250,a1d1n00000ErZEwAAN,0010Y00000nP0hfQAC,salesforce,2017-04-05,2017-04-05,2018-04-04,,2018-04-04,1,New Business,Residential developer
4800,4800,a1d2o00000YZ2PEAA1,0010Y00000nP0hfQAC,salesforce,2021-10-21,2021-10-31,2022-10-30,,2022-10-30,1,New Business,Residential developer
5400,5400,a1d1n00000ErZNxAAN,0010Y00000nP0hfQAC,salesforce,2018-05-08,2018-05-08,2019-03-18,2019-03-18,2019-05-07,2,Renewal,Residential developer
4250,4250,a1d1n00000ErZF8AAN,0010Y00000nP0huQAC,salesforce,2017-05-04,2017-05-04,2018-05-03,,2018-05-03,1,New Business,Residential developer
5400,5400,a1d1n00000ErZdFAAV,0010Y00000nP0huQAC,salesforce,2018-05-04,2018-05-04,2019-05-03,,2019-05-03,1,Renewal,Residential developer
1554.96,813.69,a1d2o00000YZ2cvAAD,0010Y00000nP0huQAC,salesforce,2021-10-25,2021-10-25,2022-05-03,,2022-05-03,1,Additional User,Residential developer
9000,9000,a1d1n00000ErZZNAA3,0010Y00000nP0huQAC,salesforce,2020-05-04,2020-05-04,2021-05-03,,2021-05-03,2,Renewal,Residential developer
10600,10600,a1d7U000000PcVrQAK,0010Y00000nP0huQAC,salesforce,2022-03-30,2022-05-06,2023-05-05,,2023-05-05,3,Renewal,Residential developer
9000,9000,a1d1n00000ErZY7AAN,0010Y00000nP0huQAC,salesforce,2019-05-04,2019-05-04,2020-05-03,,2020-05-03,2,Renewal,Residential developer
9000,9000,a1d2o00000Wc9AlAAJ,0010Y00000nP0huQAC,salesforce,2021-05-10,2021-05-04,2022-05-03,,2022-05-03,2,Renewal,Residential developer
6000,6000,a1d1n00000ErZJuAAN,0010Y00000nP0iYQAS,salesforce,2019-05-17,2019-05-17,2020-05-17,,2020-05-17,3,Renewal,Residential developer
6000,6000,a1d2o00000Wc9yZAAR,0010Y00000nP0iYQAS,salesforce,2021-05-19,2021-06-02,2022-06-01,,2022-06-01,2,Renewal,Residential developer
3825,3825,a1d1n00000ErZFCAA3,0010Y00000nP0iYQAS,salesforce,2017-05-17,2017-05-17,2018-05-16,,2018-05-16,1,New Business,Residential developer
7000,7000,a1d1n00000ErZLmAAN,0010Y00000nP0iYQAS,salesforce,2018-05-24,2018-05-17,2019-05-16,,2019-05-16,3,Renewal,Residential developer
4800,6000,a1d7U000000QC86QAG,0010Y00000nP0iYQAS,salesforce,2022-06-22,2022-06-22,2023-09-21,,2023-09-21,2,Renewal,Residential developer
6000,6000,a1d1n00000ErZQEAA3,0010Y00000nP0iYQAS,salesforce,2020-06-01,2020-06-01,2021-06-01,,2021-06-01,2,Renewal,Residential developer
3400,3400,a1d1n00000ErZExAAN,0010Y00000nP0jWQAS,salesforce,2017-04-07,2017-04-05,2018-04-04,,2018-04-04,1,New Business,Commercial developer
